;Unnamed: 0;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
10;10;2017-12-07 19:00;https://instagram.com/p/BcaQl59j2_x/;0;0.0;32.0;orangemayo;;;ALL FLUFFY   @ninaelenbaas                    ;32.0;2017-12-07 18:00:31;Repost kidsfashion orangemayonnaise orangemayo minirodini zarakids noezoeberlin noezoe noezoelovesyou sunnyday amsterdam itssofluffy fluffycoat cutegirl kidsstyling kidsstylist ninaelenbaas kawaii oldwork newpost
11;11;2018-06-27 10:37;https://instagram.com/p/BkhYtXchY8G/;+;0.0;12.0;shoeby_oudenbosch;51.59005;4.526179;Gisteravond hebben we weer een heel gezellig kinderfeestje gevierd van Floor! Bedankt voor de gezellige avond.     ;12.0;2018-06-27 08:37:17;shoeby shoebyoudenbosch oudenbosch kinderfeestje modefeestje
12;12;2018-03-13 09:25;https://instagram.com/p/BgQbHeHDrOi/;0;1.0;13.0;engberts010;;;Weer of geen weer, de campagne van @pvdarotterdam gaat op volle stoom door. Op naar een nieuwe, progressieve koers in   ;13.0;2018-03-13 08:25:39;rotterdam verkiezingen gr2018
13;13;2017-09-14 14:54;https://instagram.com/p/BZBa199lSAg/;0;0.0;13.0;bar_lisse;26.275467;127.74218; 🤘           ;13.0;2017-09-14 12:54:54;jerkthursday thursdayevent event djs blackmusic music drink ooyama ginowan bar LisSE
14;14;2017-04-10 20:24;https://instagram.com/p/BStvzktAkP7/;0;0.0;13.0;sijmonsbergen;;;Over de dijk voorbij Durgerdam ;13.0;2017-04-10 18:24:54;durgerdam dijk wolken clouds
15;15;2018-03-14 06:47;https://instagram.com/p/BgSt1ZCHgmB/;0;1.0;75.0;1limburg;;;Een grote brand afgelopen nacht in Voerendaal. Volgens de brandweer is een autosloperij volledig in de as gelegd. Ondanks dat de brand geblust is, is de brandweer nog bezig met nablussen en adviseert omwonenden ramen en deuren gesloten te houden.;75.0;2018-03-14 05:47:42;
16;16;2017-08-05 17:54;https://instagram.com/p/BXavlkfF-7A/;0;3.0;33.0;erwinkupper;;;Ook dit jaar zijn we er weer bij        ;33.0;2017-08-05 15:54:23;tractorpulling lochem gezelligheid allesnaardeklote biertje zeinstraneemjerotzooimee vipplaatsen
17;17;2018-01-04 12:26;https://instagram.com/p/Bdhp0ALhPtq/;0;16.0;297.0;patriciamakkinga;51.957512;5.590493;Ringstaartmaki in 'Ouwehands' Dierenpark... Ring-tailed Lemur in 'Ouwehands' Zoo..                           ;297.0;2018-01-04 11:26:59;uwn_holland madeinholland igholland panasoniclumixdmcfz300 instagood natureaddict igersholland thisisholland catch_holland holland_netherland naturelovers amazingartofearth ig_discover_holland bestofnetherlands magical_beauties nature_brilliance nature_perfections gottalove_a_ super_holland ouwehandsdierenpark zoo rhenen ringtailedlemur ringstaartmaki
18;18;2017-12-15 18:03;https://instagram.com/p/BcuwbXvnOC9/;+;4.0;49.0;brittiejj;53.21670200000001;6.55;Op m'n favoriete trap met mijn master brother           ;49.0;2017-12-15 17:03:31;msc academiegebouw detrap trowback 7years timeflies proudsister smartbrother groningen rug
19;19;2017-11-22 19:37;https://instagram.com/p/Bbzs7_oAXky/;+;0.0;90.0;galeriezink;51.915791;4.397880000000002;Happy Birthday to Marcel van Eeden! . This great drawing is part of his series 'Circus Henny', which is currently shown at Stedelijk Museum Schiedam (on view until Jan 21, 2018) . @marcelvaneeden        ;90.0;2017-11-22 18:37:49;marcelvaneeden drawing contemporaryart circushenny exhibition stedelijkmuseumschiedam galeriezink zinkwaldkirchen
20;20;2017-07-13 13:06;https://instagram.com/p/BWfAVTqFiqj/;+;5.0;32.0;mintandpepr;;;We hebben weer zo'n mooie sieraden binnen. Dit keer heel veel zilver.         ;32.0;2017-07-13 11:06:17;jewelry silver goldplated earrings necklaces bracelets tilburg mintandpepr
22;22;2017-08-02 16:36;https://instagram.com/p/BXS4QL-AB1o/;+;8.0;72.0;leonie_benneker_stijlgevoel;;;Love this color combination  @loavies @hm @noosanoir . . . .                           ;72.0;2017-08-02 14:36:11;colorblocking fashion love summer instagood style new trendy photooftheday fashionblog ootd like follow look trend ladylike itgirl like4like amazing colorblock design stijlgevoel uden noosanoir loavies hm
23;23;2017-01-14 20:15;https://instagram.com/p/BPQZSZygnZ3/;+;3.0;76.0;happazcatering;51.70097;5.27126;Baby, it's cold outside! Let's have this  cauliflower pumpkin soup with dill & sumac, It warms your bellie and nourish your relationship ......................................................                       ;76.0;2017-01-14 19:15:58;heavenly fresh homemade simple great flavor texture comfortfood winter soup plantbased vegetables vegan glutenfree sugarfree delish taste lemon healthyfood feelgood catering denbosch happaz
24;24;2018-01-10 23:13;https://instagram.com/p/BdyQU2bhl1x/;0;0.0;25.0;frakeg;;;        ;25.0;2018-01-10 22:13:11;amsterdamlightfestival warpzone amsterdam canal canalbynight boattrip bridge lights lampjes
25;25;2017-09-16 07:43;https://instagram.com/p/BZFzBE3gtfG/;0;4.0;137.0;marian_nature_pics;;;Buitengebied Didam . Plantengroei onder water              ‍;137.0;2017-09-16 05:43:06;gelderland montferland buitengewoon_gld prachtigenatuur natuur_in_gelderland hobbyfotografie super_holland canonfotografie fotos fiets camera gelderland mooigelderland
26;26;2017-03-22 01:15;https://instagram.com/p/BR64BO6jJ9Q/;+;0.0;5.0;bodybuilderonfourwheels;;;Een heerlijke gevulde koek verorbert bij de Ambachtelijke bakkerij Bril in Voorst. Zeker de moeite waard om een bezoek te brengen! -biscuit          ;5.0;2017-03-22 00:15:24;stuffed biscuit bakery artisan Voorst gevuldekoek thee Netherlands Bril ambachtelijk stuffedbiscuit
27;27;2017-03-19 14:36;https://instagram.com/p/BR0lRk7BJdv/;0;0.0;14.0;roy.coolen;;;We kunnen weer beginnen!            ;14.0;2017-03-19 13:36:10;Wilhelmina08 IVO knvb amateurs tweedeklasse voetbal soccer weert drakesteyn velden zondag
28;28;2017-07-21 09:31;https://instagram.com/p/BWzOHg5D9sZ/;0;1.0;84.0;jaapmakkinga;;;Wat een lef zo vlak voor het weekend.                    ;84.0;2017-07-21 07:31:33;insecten uitdaging bloemen flowers rtvoost naturelovers natuurgebied giethoorn ecoliner natuurmonumenten wieden foto_oost wiekentnederland ig_discover_nederlands photooftheday picoftheday uwn_holland loves_united_holland panasonicdmcfz300 weekend
29;29;2017-11-22 16:07;https://instagram.com/p/BbzU2xPHSGs/;0;8.0;78.0;sannewelbroek;53.45766800000001;5.8058;Rechtop in de wind!           ;78.0;2017-11-22 15:07:24;wandeling wildeharen ameland wadden wind strand zeester beach dikketrui onderweg kibbeling
30;30;2018-07-06 19:48;https://instagram.com/p/Bk5i-Velfx1/;0;0.0;21.0;roelfkoning;;;Opbouw van de beach-volleybalvelden op het Marktplein in Winschoten voor zaterdag 7 en zondag 8 juli 2018 /setuppers;21.0;2018-07-06 17:48:45;abiant
32;32;2018-01-31 18:55;https://instagram.com/p/Ben3vJkBALN/;0;0.0;7.0;fredkorte;51.916698;4.26667;      ;7.0;2018-01-31 17:55:29;salonpurec huidverbetering huidverzorging huidverzorgingsproducten parfumfree ikskinperfection maassluis
33;33;2017-02-08 20:51;https://instagram.com/p/BQQ1OsMAt6t/;0;1.0;18.0;de_fleurige_creatie_gemert;;;De  van onze dochter vandaag onder handen genomen. De kamer was nog steeds oranje met rood, maar nu dus veranderd in lichtgrijs///natuurlijke materialen. Een muur lichtgrijs....een muurtje aqua....twee muren wit...wandhangertje () dat ik laatst heb gemaakt opgehangen...en nu dus een  aan het knopen. Binnenkort de zolder eens opduiken. Ik heb ergens nog een oude  van de toenmalige  liggen, die ik ga aanpassen en  bij deze kamer! Mijn dochter had een tijdje geleden ook zelf een spijkerschilderijtje van een paard gemaakt. Deze aangepast aan de kleuren van haar nieuwe kamer. Misschien dat ik binnenkort wel wat foto's ga plaatsen...      ;18.0;2017-02-08 19:51:32;kamer wit aqua macramé raambekleding hanglamp babykamer hergebruiken kinderkamer gemert knopen tshirtgaren zpaghetti defleurigecreatie
34;34;2017-04-18 16:31;https://instagram.com/p/BTB7aaOlNf9/;0;7.0;113.0;paint_and_decorations;52.61666500000001;4.75;Klaar terwijl je wacht. Bekijk de handgeschilderde kleurstalen, maak je keuze en neem direct de verf mee. Online bestellen kan ook, voor 11.00 uur besteld? Pure & Original krijt-en kalkverven worden dan dezelfde avond bij je thuis afgeleverd! Alle bestellingen na 11.00 de eerstvolgende werkdag.                     ;113.0;2017-04-18 14:31:08;pureandoriginal kalkverf krijtverf kalkfarbe limepaint chalkpaint mineralpaint colourinspiration kleuradvies colourcard landelijkwonen wonenlandelijkestijl sfeervolwonen industrial interieur urbanwall diy onthemove webshop woonwinkel Alkmaar
35;35;2017-08-27 16:51;https://instagram.com/p/BYTR3eLBEEe/;0;3.0;29.0;mooiinbeeld;52.387211;4.67265;Veerkwartier Haarlem    ;29.0;2017-08-27 14:51:24;water eten drinken muziek
36;36;2017-03-12 16:47;https://instagram.com/p/BRiyuJNlKy1/;+;1.0;29.0;anne_nas2;51.644291;4.86153;3e terrasje van het jaar                                ;29.0;2017-03-12 15:47:20;beurs terras oosterhout debeurs beurstripal latrappe quadruppel judas orval portiekaas portie kaas lekker weer lekkerweer la trappe sint jan sintjan sintjanbasiliek zondag genieten livingthegoodlife trotsopmijnman hertogjan viavia langerij wachtrij bier
38;38;2017-06-04 15:51;https://instagram.com/p/BU64Mn7gEBD/;0;0.0;51.0;roykopod;;;Wachtrij vliegende Hollander   ;51.0;2017-06-04 13:51:08;efteling vliegendehollander familiedag
39;39;2018-02-11 06:33;https://instagram.com/p/BfC3koUg8zJ/;+;3.0;66.0;2wielerfloriande;;;Regelmatig fietsen is goed voor je lichaam maar ook voor je geest. Toch? .   ------------------------------- 2wielerfloriande.nl -----------------------------------------------                             ;66.0;2018-02-11 05:33:33;2Wielerfloriande Fietsenwinkel Hoofddorp Floriande wcfloriande Fietsen ebike cyclingphotos instabike bikelove fiets bicycle happiness bikerepair fietsfan bikeoholic cyclinglife kooplokaal cycling procycling greenenergy instabicycle strava bicyclelicious Haarlemmermeer energy socialenterprise roadcycling nostress
40;40;2017-08-28 20:54;https://instagram.com/p/BYWSbfjg4fu/;+;2.0;36.0;poes_op_sokken;53.217255;6.569683;Yup, its that time of the week again.. Voedertijd! In mijn (9) leven(s) kennen we geen maandagen. Maar goed ook, want ik heb verhalen hierover gehoord die niet mals zijn. Ik denk in eten, slapen (mwah lui zijn), een schoon toilet en vermaakt worden. Dat gaat me aardig af. Wanneer de baasjes buiten de deur zijn doe ik dingen die tussen de 4⃣ muren van m'n huis blijven, helaas ben ik wel eens betrapt op één zo'n 'ding'. Ik noem een dichte deur en een keuken. En soms laat ik sporen achter (haarballen, haar) dan kijk ik met mijn grote lieve ogen omhoog naar m'n baasje en miauw ik me er zo weer onderuit. Maar eerlijk is eerlijk, wanneer ik op dit plekje voor het raam lig (foto), miauw ik m'n baasjes met volle overgave tegemoet wanneer ze op een dag zoals de maandag weer thuis komen. . . . . . .                       ;36.0;2017-08-28 18:54:02;meow miauw cats cat catsofinstagram instacat instapet liefde love maandag monday mondaymood instafollow like like4like likeforfollow paw pawsome pawsup pawpatrol dutchcats groningen boomerang
41;41;2017-08-22 14:03;https://instagram.com/p/BYGGn4HHo9v/;0;1.0;22.0;schrijf_het_op;;;Zaterdag mag ik weer een workshop geven! @gemeentedag2017      ;22.0;2017-08-22 12:03:01;handlettering lettering workshop gemeentedag gereformeerdegemeente bodegraven
42;42;2018-08-29 17:34;https://instagram.com/p/BnEWkBplDEj/;+;0.0;14.0;marjanwiersma;;;Nog een paar weken en dan is het feest in het dorp met vele activiteiten. Wij druk met de invulling van de beursruimte en het  verrassende programma NoorderExpo 2018.        ;14.0;2018-08-29 15:34:44;ontspanning gezelligheid entertainment muziek welkom sfeer roden drenthe
43;43;2018-02-08 22:13;https://instagram.com/p/Be80yzKnWFd/;0;0.0;40.0;bmbfotografie;52.783333;6.9;                    ;40.0;2018-02-08 21:13:49;nikon nikond7200 straatfotografiepuntnl SPi_BnW spi straatfotografie straat straatfotografie streetphotography_bw streetphoto streetphotographer streetphotography blackandwhitephoto blackandwhitephotography d7200 nikon_photography 50mm everydaythenetherlands emmen
44;44;2017-09-27 14:35;https://instagram.com/p/BZi27jzAJB-/;0;0.0;23.0;proefschriftmaken;51.448429;5.4889199999999985;Take a look at our new YouTube channel! Follow us and stay updated!                        ;23.0;2017-09-27 12:35:16;PhD thesis dissertation proefschrift proefschriftmaken proefschriftdrukken proefschriftprinten book cover design production workinprogress phdcandidate thesesprint paper print research university universiteit eindhoven tue workshop youtube channel
45;45;2017-12-29 11:43;https://instagram.com/p/BdSIHGUHjk6/;0;0.0;68.0;recapfootwear;;;Heren opgelet! Deze stoere veterboots van Remix zijn nog maar in een paar maten verkrijgbaar! Nu van 109,95 euro voor maar 79,95 euro! Scoor ze nu online of in onze winkel.    ;68.0;2017-12-29 10:43:53;recap footwear 033 amersfoort
46;46;2017-03-07 09:45;https://instagram.com/p/BRVKftohxCF/;0;12.0;241.0;gemeentedenhaag;52.077583;4.317188;Vandaag is de verjaardag van Piet Mondriaan. Je kunt vandaag gratis een stukje van deze Mondriaan-taart komen proeven in het atrium van het stadhuis.     ;241.0;2017-03-07 08:45:42;denhaag taart jarig mondriaan mtdd
47;47;2017-04-22 18:17;https://instagram.com/p/BTMawNQFgsf/;0;0.0;2.0;marleen_mindsphotography.be;;;Dagje uit bij de   Is dat er aan te zien?   ;2.0;2017-04-22 16:17:24;noorderburen middelburg verkeerskunde fietsvriendelijk MindSPhotography
48;48;2018-02-03 00:43;https://instagram.com/p/BetpHqMlh0Y/;0;0.0;19.0;cassioperifa;;;Vai veendoo.. @flashgang18  Novo integrante a bordo vhuu O unico q ja tem a farda meu  ... é a gang dos loko     ;19.0;2018-02-02 23:43:12;Lohan rapbaiano rapba 073 itabuna flashgang
49;49;2017-03-15 08:43;https://instagram.com/p/BRppteGAAhY/;+;0.0;16.0;fietsinnvdbunt;;;Wij wensen u veel succes met de  . Gelukkig hebben wij onze verkiezing    al  !     ;16.0;2017-03-15 07:43:17;verkiezingen tweewielerwinkelvanhetjaar 2017 provincieutrecht gewonnen trots fietsen amersfoort scooter kwaliteit
50;50;2018-01-04 10:37;https://instagram.com/p/BdhdUrLnh0l/;0;0.0;45.0;beatamagdalenaglaz;51.916698;4.5;Perfect place for relax and reading books! SkinnyScar house.                   ;45.0;2018-01-04 09:37:50;perfect library house cosy rotterdam interiordesign interiors photo photography photoahoot photooftheday relax with yellow bananaplant hay table architecture inspiration
51;51;2017-12-19 14:22;https://instagram.com/p/Bc4qUgLlSIY/;0;0.0;35.0;pol_deboer;;;Jij weet waar vuurwerk illegaal opgeslagen of verhandeld wordt? Meld misdaad anoniem. Bel 08007000.      ;35.0;2017-12-19 13:22:33;vuurwerk oudennieuw feestdagen kerst meldmisdaadanoniem Heerhugowaard
55;55;2018-03-25 19:41;https://instagram.com/p/BgwUOAzgBNp/;0;1.0;126.0;thijspieters;51.549999;5.11667; ;126.0;2018-03-25 17:41:05;тилбург tilburg
56;56;2017-10-25 21:49;https://instagram.com/p/Baru2DxjYcr/;0;0.0;18.0;pedi_kuur;52.2047;6.90922;Extra service tijdens een pedicurebehandeling in mijn praktijk! U krijgt met de Vitaly Med Flexi een ontspannend massagekussen in uw nek, die o.a. de stress afbouwt en de bloedcirculatie bevordert.        ;18.0;2017-10-25 19:49:10;pedicureenschede kloven gellak schimmel pedicureenschede ingroeiendenagel eelt enschede
57;57;2017-07-16 08:44;https://instagram.com/p/BWmQx2lFyHQ/;+;5.0;235.0;merelgroenemeisjes;52.516701;4.95;Gisteren was ik met @samvanrij op de opendag van @vandebron in Purmerend en terwijl ik mijn @moyeecoffee dronk in de zon, dacht ik: goh ja, zo had ik me mijn zaterdagen eigenlijk nooit voorgesteld, maar grappig is het wel. ;235.0;2017-07-16 06:44:40;
58;58;2017-05-07 10:58;https://instagram.com/p/BTyQdISFcAs/;-;0.0;41.0;onstagechannel;52.237644;5.171737;Speciaal voor jou: verse hiphop op je luie zondag. Van de Rotterdamse @sammiesedano! Link in biooo   ;41.0;2017-05-07 08:58:33;graaggedaan onstagechannel 3FM
59;59;2018-03-14 20:32;https://instagram.com/p/BgUMQshnJcF/;+;8.0;88.0;rachelleleidsman;50.81739;5.687395;Zo leuk om altijd foto's terug te kijken. Zeker als je jongens je staan op te wachten na een run. Deze is van 1.5 jaar geleden toen deed ik mijn eerste trailrun. Prachtige route door de Enci groeve in Maastricht. Afgelopen jaar ook weer gerend. Tijd voor nieuwe doelen.  Tijd voor wat inspiratie en motivatie!!!??? 🤔 Ideeën??? Always nice looking back at pictures especially when your boys are waiting for you. This was my first trailrun 1.5 year ago. It's a beautiful route through the Enci Groeve in Maastricht.  Time for some new goals. Time for some inspiration and motivation!!!???? 🤔 Ideas???  ;88.0;2018-03-14 19:32:48;komopvoorjezelf standupforyourself
60;60;2017-08-14 15:10;https://instagram.com/p/BXxoAyiHrRI/;+;12.0;87.0;sjpoet;;;Excited for my first time at Lowlands ! Representing melanin  This Friday at the Helga stageeeeee!   @readmyworld (@get_repost)  Lowlandsgangers opgelet!  Read My World presenteert vrijdagmiddag tijdens  het programma 'Katoen & Tabak'. Het internationale literatuurfestivalRead My World in Amsterdam staat dit jaar in het teken van Black USA, een themagebied dat zowel binnen als buiten de Verenigde Staten als nooit tevoren in the picture is. Op Lowlands presenteert Nancy Jouwe‘Katoen & Tabak’, een programma dat via literatuur een nieuw, brandactueel licht schijnt op hoe het slavernijverleden doorklinkt in het heden. Van binnenuit, dankzij Nederlandse performers als Babs Gons, Gery Mendes, Smita James,Dean Bowen, Neusa Gomes en Onias Landveld, die in monologen, spoken word en muziek de verhalen van hun voorouders vertellen die in gevangenschap opgroeiden. ;87.0;2017-08-14 13:10:44;Repost Lowlands LL17
61;61;2017-09-10 13:06;https://instagram.com/p/BY27QHXnIKJ/;+;1.0;12.0;ifixpoint;52.23820900000001;6.835536;Between business true some quality time with my lovely daughter and niece! In the cinema going to watch emoji movie       ;12.0;2017-09-10 11:06:27;cinema kinepolis enschede emoji movie family love
62;62;2018-03-10 18:04;https://instagram.com/p/BgJoEd-j5wo/;0;0.0;6.0;hans_kuiper;;;"Kunst-verkiezingsdebat van 8 maart 2018 online te beluisteren via Radio Neverno: http://www.radioneverno.blogspot.com .  Organisatie: Hans Kuiper & Renée Hartog.  Presentatie: Renée Hartog.  Met Joram Kraaijeveld (Platform Beeldende Kunst), Bart Stuart (kunstenaar en W139; FairCity), politici van                    @radioneverno";6.0;2018-03-10 17:04:09;SP VVD Groenlinks PVDA D66 Kunst kunst verkiezingen gemeenteraad 2018 Amsterdam artietamicitiae verkiezingen PlatformBK FairCity HansKuiper ReneeHartog
64;64;2018-01-13 23:52;https://instagram.com/p/Bd6Dczkl9ct/;+;0.0;11.0;mateo_pac;51.370804;6.1694900000000015; :D;11.0;2018-01-13 22:52:54;venlo
65;65;2018-03-07 13:29;https://instagram.com/p/BgBaTmYnF6V/;0;1.0;8.0;theaterdeschalm;;;Vrijdag op onze bühne: @brace_nl over zijn hoogtepunten en diepe dalen!    ;8.0;2018-03-07 12:29:58;lesgeleerd brace theater veldhoven
66;66;2017-04-03 17:33;https://instagram.com/p/BSbakfQhv8d/;+;0.0;24.0;jasmindressess;51.916698;4.5;.   blauw (verkocht)   avondjurk   70€   40   Rotterdam  aiise.er@live.nl of @aaaaise   nummer 0190                         ;24.0;2017-04-03 15:33:00;dress for rent Amsterdam galajurken henna dugun bride wedding jurkenverhuur huur avondjurken kiralik abiye jurk gala dugun kina kinagecesi tekoop tweedehands sale indirim ucuz jasmindressess
68;68;2017-03-15 18:11;https://instagram.com/p/BRqqrmnhi6-/;0;0.0;14.0;cissy1976;52.033298;5.66667;       ;14.0;2017-03-15 17:11:00;hetbeginiserweer wezenhardlopen krokussen springisintheair ede edezuid kleinrondjedan hoofdleegmaken
69;69;2017-11-05 04:40;https://instagram.com/p/BbGUO8EDMCT/;0;0.0;27.0;ke3sje;;;Yfje los met onze favo opa van de avond       ;27.0;2017-11-05 03:40:04;scantraxx scantraxx15years opa afaslive hardstyle Amsterdam
71;71;2017-03-21 11:50;https://instagram.com/p/BR5b7y-gHaQ/;0;0.0;159.0;generationfoodzwolle;52.526924;6.105799;Kom voorproeven! Open avond: 29 maart van 18u - 20u Spui 2, Zwolle www.generationfood.nl         ;159.0;2017-03-21 10:50:45;svo svovakopleidingfood generationfood mbo diploma foods foodie healthyfood goodfood
72;72;2017-01-29 21:32;https://instagram.com/p/BP3J-h3ja5_/;0;0.0;78.0;svenb112;;;Op oudjaarsdag kwam er een melding binnen van een containerbrand aan de  in  aan den Rijn, uiteindelijk bleek dat te zijn op  ter hoogte van het bedrijfspand Wolters Kluwer aldaar. Hier heeft een bouwcontainer onder het afdak vlamgevat. Vermoedelijk brandstichting. De brandweer had de brand snel onder controle en uitgemaakt.;78.0;2017-01-29 20:32:34;PrinsesMargrietlaan Alphen LaanDerContinenten
73;73;2018-03-14 03:09;https://instagram.com/p/BgSUzzEDG07/;0;3.0;87.0;revivalfilms;51.916698;4.5;‘City of Glass’  . . . . .                              ;87.0;2018-03-14 02:09:01;Rotterdam wonderful_holland Rotterdamhotspots Architecture clean architectural Beauty spring rotterdam010 architects architectures Holland TheNetherlands ig_discover_holland Dutch igersrotterdam netherlands super_holland History Aesthetic 010byday seenin010 LoveRotterdam Modern weekendsinrotterdam architecturelovers Europe Dutch_connextion rottergram therotterdam
74;74;2017-01-03 18:31;https://instagram.com/p/BOz4iWbgxR0/;0;40.0;144.0;fris.dordrecht;51.815578;4.67948;DORDRECHT! Wie o wie komt er 27 januari draaien op FRIS? Stay tuned voor de line-up!   ;144.0;2017-01-03 17:31:03;wijzijnfris feestje under17
75;75;2017-05-10 09:13;https://instagram.com/p/BT5y1-MFd9H/;+;6.0;410.0;gemeenteshertogenbosch;51.684143;5.299157;Dat belooft een mooie lentedag te worden vandaag!     Fotocredits: @chantalthillart;410.0;2017-05-10 07:13:43;fijnewoensdag denbosch shertogenbosch zonsopkomst
76;76;2018-02-01 09:26;https://instagram.com/p/BepbW8CBX6M/;0;2.0;56.0;kidkaite;53.21670200000001;6.55;Stole this beautiful picture taken in Groningen from @armacino  Ik mis je Groningen, er gaat niets boven ;56.0;2018-02-01 08:26:00;Groningen
77;77;2018-03-19 09:34;https://instagram.com/p/Bgf47YDn0rT/;0;0.0;43.0;gennepnews;;; bij het   ;43.0;2018-03-19 08:34:45;AchterDeSchermen GennepNews Slotdebat Gennep
78;78;2017-12-12 18:32;https://instagram.com/p/BcnFYZ5AOYB/;0;1.0;29.0;londoh;52.367268;4.9015330000000015;Winter in  has begun       ;29.0;2017-12-12 17:32:41;Amsterdam stopera snow amstergram amsterdamlove amsterdamcity amsterdamlightfestival amsterdaminstagram
79;79;2018-01-31 19:30;https://instagram.com/p/Ben7tALl2oW/;0;4.0;105.0;boswachteranno;;;Volle maan boven  ;105.0;2018-01-31 18:30:09;Terschelling BlueMoon
