;Unnamed: 0;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
15;15;2017-10-16 16:39;https://instagram.com/p/BaUACiBgLLz/;0;3.0;16.0;ingridkoopman;;;Tel de pootjes en je weet hoe dit dier heet  of  ? uit de  (kwam uit de picknicktas) @vroegevogels_bnnvara   . . . .  Duinluieren  met Astrid  Wandelen in duinen bij Wijk aan Zee           ;16.0;2017-10-16 14:39:48;miljoenpoot duizendpoot duinen natuur natuurmonumenten lekkerstekoffieopmaandag duinen herfst indiansummer strand wijkaanzee dutch_connextion iphone6 igholland super_holland mooinederland holland_netherland
17;17;2017-11-07 17:16;https://instagram.com/p/BbM0z7uAVUV/;+;1.0;35.0;cafedeplak;51.84549000000001;5.86135;Bladerdeegtorentje met vulling van custard geserveerd met praliné van witte chocola, framboos en noten             ;35.0;2017-11-07 16:16:15;deplak cafedeplak collectief nijmegen gelderland nederland toetjevandeweek chocolade toetje praliné lekkerzoet lekker
18;18;2017-09-04 15:33;https://instagram.com/p/BYnvRhmDcge/;0;0.0;500.0;voetbalalert;;;| SPARTA LEGT DUITSER VAST | ------------------------------------------------------------ Sparta Rotterdam heeft zich maandag versterkt met Nick Proschwitz. De 30-jarige Duitse aanvaller zette zijn handtekening onder een éénjarig contract op Het Kasteel. ------------------------------------------------------------ TAG JE VRIENDEN! |  | ------------------------------------------------------------    ;500.0;2017-09-04 13:33:10;voetbalalert proschwitz spartarotterdam sparta eredivisie
19;19;2017-03-07 14:28;https://instagram.com/p/BRVq2M7AsD9/;0;1.0;19.0;veiligheidop1;52.049999;4.5;Ook op 5 mei zullen onze hulpverleners voor uw veiligheid en gezondheid zorgen.           ;19.0;2017-03-07 13:28:24;veiligheidop1 ehbo medicalservice bevrijdingsfestival bevrijdingsdag bevrijding bevrijdingsdag17 5mei 4en5mei 079 zoetermeer
20;20;2018-03-07 14:45;https://instagram.com/p/BgBi_i2DjIC/;0;1.0;30.0;rocmondriaance;52.07872;4.31426;Als je in Den Haag een opleiding volgt, hoort een bezoek aan de Tweede Kamer er natuurlijk bij!           ;30.0;2018-03-07 13:45:52;rocmondriaan rocmondriaance mbo trotsopmbo burgerschap denhaag thehague tweedekamer politiek debat prodemos
21;21;2017-11-19 13:00;https://instagram.com/p/BbrRCrEh2Vx/;0;1.0;11.0;fionakareen__fificreations;;;          ;11.0;2017-11-19 12:00:09;menshat fificreations knit loveknitting knitstagram knitting hat knittedhat handmade amstelveen knitsforsale
22;22;2017-06-01 14:50;https://instagram.com/p/BUzC4ZYhrum/;0;0.0;6.0;vvdgennep;51.7267;5.9478;"Of het nu gaat over uitbreidingen bij grote bedrijven zoals  en ; de uitstraling en digitale bereikbaarheid van bedrijventerrein de ; of over de toekomst en het behoud van agrarische ondernemers… Wij kiezen voor een faciliterende en ondersteunende rol van de gemeente! De   wil ondernemers die banen willen creëren en een bijdrage leveren aan de samenleving 'op de ' niet in de weg zitten. We moeten ruimte bieden om te ontwikkelen! Onze keuze is snel gemaakt. Wat is uw keuze?";6.0;2017-06-01 12:50:34;Emons CNC Ovenberg VVD Gennep Milsbeek
23;23;2017-08-17 23:12;https://instagram.com/p/BX6NkS6HwVK/;+;3.0;45.0;micha030uu;52.083302;5.13333;What's your question??? Ask!        #?             ;45.0;2017-08-17 21:12:49;utrecht tagg mural graffiti art ask question life streetart instaphoto uuuu mestadsie graffitiporn ooievaarhof chill summer city netherlands domstad utreg
24;24;2018-01-10 16:47;https://instagram.com/p/BdxkYEGFtU3/;+;1.0;43.0;middelburgdronk;51.5;3.61667;Wij zijn De Stad - Middelburg schreef al een paar stukjes over de heropening van Pluk de dag, bloemen en sfeer aan de Korte Geere, in september vorig jaar, maar ondertussen stond Brasserie 'En dan...is er koffie' nog steeds niet op onze site.  Nu dan alsnog, want niet om het een of ander, volgens mij is deze brasserie in korte tijd uitgegroeid tot een hotspot in Middelburg. Iedere keer als ik er ben of langs loop zijn bijna alle tafeltjes bezet. Zo ook vanmiddag, toen ik er wat dronk met Anneke Duvekot Bimmel. Jan en de familie Schrik doen het uitstekend. Tof!  https://middelburgdronk.nl/wiki/En_dan...is_er_koffie;43.0;2018-01-10 15:47:19;
25;25;2017-05-22 23:23;https://instagram.com/p/BUaNk4BhaCx/;0;9.0;39.0;jiesje;;;         ;39.0;2017-05-22 21:23:01;maxverstappen zandvoort formule1 autorace bolide redbull circuit circuitzandvoort racedagen jumbo
26;26;2017-01-06 10:06;https://instagram.com/p/BO6tMf_DxVr/;0;0.0;12.0;dustysundays;;;Finally my picture of the Amsterdam Light Festival - the Flower Strip                     ;12.0;2017-01-06 09:06:38;amsterdamlightfestival amsterdam artsy art artwork ig_amsterdam instanetherlands iamsterdam light flower water canal reflection instapic picoftheday nothingisordinary nightshot floating
27;27;2018-02-04 11:45;https://instagram.com/p/BexZtebB5Tz/;0;2.0;43.0;werkenbijbam;52.107361;5.175097;De volgende  bewaker staat alweer klaar! De aankomende week krijgen we een kijkje bij een BAM project in    Weet jij welk project? Hint: tunnel 🤔           ;43.0;2018-02-04 10:45:31;insta Utrecht bamcareers werkenbijbam techniek infra werkgever bamstories bouw construction job werkenindebouw
28;28;2017-01-13 15:44;https://instagram.com/p/BPNVaJRB54o/;0;0.0;95.0;felida_bigcatcentre;52.959888;6.17181;Salomé steekt er een stokkie voor                            ;95.0;2017-01-13 14:44:21;viervoeters fourpaws vierpfoten stichting felida friesland nijeberkoop bigcats grotekatachtigen tijgers tijger tiger tigers adopt adopteer wildlife wildlifephotography photography animalwelfare dierenwelzijn iloveanimals ilovecats catstagram catsofinstagram cats katten
30;30;2017-08-25 10:22;https://instagram.com/p/BYNb0iuDsJH/;+;3.0;40.0;modelsupportnl;;;Wow miss IREDA!       @iredanijboerrondei ;40.0;2017-08-25 08:22:56;anotherhappyclient bruidenbruidegom modelsupportnl ourmodelsarethebest haarlem youlookgreat
32;32;2018-07-20 14:47;https://instagram.com/p/BldDlFflDpk/;0;2.0;77.0;mennie94;;;Heb je wel eens dit elfje gezien bij binnenkomst??       ;77.0;2018-07-20 12:47:05;efteling elfje droomvlucht dwarrelplein negenpleinenfestijn npf18 zomer
33;33;2017-08-28 15:35;https://instagram.com/p/BYVt_onDvIR/;+;1.0;15.0;haarlemsestages;52.38892;4.611125;Nieuwe ronde nieuwe kansen. Vandaag presentatie Stagebureau aan tweedejaars studenten op @inhholland!          ;15.0;2017-08-28 13:35:40;delokaalste inholland rookie haarlem stagevacatures stagebureauconnectie presenteren studenten leuk internships waarderpolder
34;34;2017-12-24 11:33;https://instagram.com/p/BdFO7bMDWmc/;0;2.0;23.0;rietjuuh;51.928349;4.44324;Dagje Blijdorp  @bernieloltrap        ;23.0;2017-12-24 10:33:19;rotterdam rotterdamzoo blijdorp familytime crocodile pinguin buikschuiver kleinkind
35;35;2017-09-06 15:06;https://instagram.com/p/BYs13avh13T/;0;1.0;47.0;nicco_quadri;52.313057;4.946111;Voyeur                         ;47.0;2017-09-06 13:06:59;voyeur voyeurism collage pink draw drawing photoshop manipulation comics ill illustration illustrazione dream insomnia horror horrible art artistic arte fumetto amsterdam amsterdambijlmer netherlands
36;36;2017-09-20 07:16;https://instagram.com/p/BZQDM9CFhQK/;+;0.0;50.0;kimmenkehorst;;;A few pics of the process...                        ;50.0;2017-09-20 05:16:56;design kunst interieur mooi abstractart schilderij modern nieuw expositie kleur galerie creative art amsterdam gallery twente painting happy color red yellow blue orange contemporaryart
37;37;2017-11-30 14:50;https://instagram.com/p/BcHydZvgIkl/;+;0.0;18.0;acupunctuur.tilburg;;;Kado nodig voor de ? Een  van    is een geweldig idee.;18.0;2017-11-30 13:50:53;feestdagen kadobon Acupunctuur Praktijk Tilburg
38;38;2018-01-25 15:17;https://instagram.com/p/BeYCDFnlmzX/;0;3.0;39.0;mioli_f;52.36076;4.88703;The light at the end of the tunnel  . . . .           ;39.0;2018-01-25 14:17:44;amsterdam amsterdamlightfestival amsterdamcity travelphotography photooftheday memories visitamsterdam canals amsterdamcanals holland
40;40;2017-10-30 11:15;https://instagram.com/p/Ba3lJ4igPw5/;0;0.0;7.0;m4chimo;;; ;7.0;2017-10-30 10:15:23;nijmegen fuckitscold
41;41;2017-06-29 11:40;https://instagram.com/p/BV6zalIFwd0/;0;2.0;49.0;jeanscentre;;;Shop vrijdag 30 juni met 20% korting tijdens de ShoppingNight in Den Haag! Na 18:00 uur geldt op alle sale: 3 halen 2 betalen.     ;49.0;2017-06-29 09:40:45;jeanscentre jeans fashion shoppingnight denhaag
42;42;2017-12-28 15:40;https://instagram.com/p/BdP-We0l7iU/;0;0.0;39.0;keepin_it_hoppy;50.849609;5.6855400000000005;<NEW> @tempestbrewingco <JUST IN>  Try all 4.  Mocha porter, dubble ipa, Mango Berlinner and a Ginger Rye barrel aged.                      @keepin_it_hoppy          ;39.0;2017-12-28 14:40:07;keepinithoppy maastricht atmaasricht beer bier craftbeer speciaalbier Blog craftbeers maastrichtuniversity coldbeer beergeek beerheaven untappd craftnotcrap beercollection like likes beerlover beerstagram beertography beerme beerporn beergasm beerlife porter tempestbrewing Barrelaged craftbeerlife dipa
43;43;2017-12-11 11:46;https://instagram.com/p/BcjyDZ3lgsS/;+;1.0;25.0;attentionhairandbeauty;;;Van blond naar blorange met de geweldige kleuren van citybeats        ;25.0;2017-12-11 10:46:04;redken citybeats phbonderredken blorange keerwatanders attentionhairandbeauty kapsalon enschede
44;44;2017-09-26 15:28;https://instagram.com/p/BZgYNL8lz8Z/;+;0.0;40.0;just_be_jolie;;;Hallo enig nieuw jurkje van RBLZ, I like you  -RBLZ dress €40,- S t/m XL Grijs/zwart of oker/zwart                  ;40.0;2017-09-26 13:28:19;new rblz tuniek dress grey pauw print ootd rebelzcollection musthave mode fashion style instafashion shop lekkerkerk bergambacht
45;45;2017-06-10 12:16;https://instagram.com/p/BVJ8bTAhaLS/;+;1.0;48.0;danelyca_beauty;;;Nude beige met steentjes en babyboom met glitters                        ;48.0;2017-06-10 10:16:42;babyboom pinkandwhite pink white winterswijk artichiquenails rhinestone rhinestones nude beige nudebeige backtobasic back to basic natural beauty nails ballarina
47;47;2017-08-07 22:27;https://instagram.com/p/BXgYZuzh1dD/;0;1.0;184.0;football.jersey.logo;51.441563;5.467387;PSV  @psv  @umbro  @gentlemenfc  @tayfundenk55  @tayfungraphic @eredivisie                   ;184.0;2017-08-07 20:27:14;psv psveindhoven eindhoven eredivisie philips holland holland netherlands netherlands umbro umbrofootball umbrosoccer umbrokits footballkits football footballsoccer soccerfootball soccerkits soccer
48;48;2017-05-08 19:26;https://instagram.com/p/BT1vYJblr-T/;+;7.0;95.0;ovdwal;52.9547;6.35;Exhausted after great mountainbike weekend with more than 30 kids                   ;95.0;2017-05-08 17:26:28;mountainbiking mountainbike mtb training weekend wvwestfrisia appelscha drentsfriesewold rideinyellow friesland netherlands nomountains matongsportswear bicyclesandbeards youthgroup 3days cycling fun
49;49;2017-10-15 22:07;https://instagram.com/p/BaSBCW2lArr/;+;0.0;12.0;diannemarsman;;;      Met @doortje_lamie genieten van een mooie middag.;12.0;2017-10-15 20:07:53;doorkijkje Achterhoek Platteland Berkelland opeenbankje
50;50;2017-08-14 22:14;https://instagram.com/p/BXyYdMbAseq/;+;4.0;120.0;studiojet;51.567028;3.497227;Vakantie in eigen land en wat een prachtig strand heeft Domburg        ;120.0;2017-08-14 20:14:02;domburg strandhuisje pastels pastel strand zeeland colors zand
51;51;2017-12-13 13:46;https://instagram.com/p/BcpJaD7lc1Q/;+;0.0;111.0;jannekevveltom;51.64980300000001;5.049725;Wereld vol wonderen   ;111.0;2017-12-13 12:46:21;TB efteling
52;52;2017-01-15 18:26;https://instagram.com/p/BPSxmS6Afkl/;+;0.0;24.0;harunuzun9;;;      ;24.0;2017-01-15 17:26:53;sushi eindhovencity sakana lekker allyoucaneat friend love
53;53;2017-06-05 11:10;https://instagram.com/p/BU885f4hSRf/;0;0.0;25.0;agentsafterall;51.687416;5.3077760000000005;Gisteren de laatste show van Room Eleven tijdens Jazz in Duketown!;25.0;2017-06-05 09:10:42;
54;54;2017-11-13 16:14;https://instagram.com/p/BbcKkLUB5MW/;0;1.0;79.0;hanabi_flower3;51.983299;5.91667;The wonderful nature peeking in every corner                    ;79.0;2017-11-13 15:14:57;arnhem trowback park city nature natureza landscape fields green blue clearsky bluesky wonderful beautiful beautifulscenery holanda deutschland europe
56;56;2017-01-11 09:19;https://instagram.com/p/BPHfw2Yg3H1/;0;1.0;51.0;afcajaxpro;;;Zondag gaat het eindelijk weer beginnen. Gelijk maar de punten ophalen in Zwolle ;51.0;2017-01-11 08:19:24;
57;57;2017-11-26 15:20;https://instagram.com/p/Bb9ipDhFsX4/;0;1.0;42.0;fabio_vik;51.450001;5.46667;| It is in the nature that man finds himself |                  ;42.0;2017-11-26 14:20:16;eindhoven nederland holland bike nature colors autumn adventure photografy picture landscape relax infinity mentality goodmorning wanderlust instagood
58;58;2017-11-18 21:42;https://instagram.com/p/BbpoADeFQ1V/;+;3.0;25.0;zininkleur;;;Durf te vragen. Voor volgende week zoek ik een leuk adresje om te eten in Zwolle. Roept u maar. Deze leuke poster is gemaakt door @mevrouw_emmer_nl   ;25.0;2017-11-18 20:42:17;zwolle durftevragen uiteten
59;59;2018-03-11 21:22;https://instagram.com/p/BgMjj-6h1oc/;+;2.0;356.0;19huesi90;51.497971;5.433161;"Nice day with   :) I  U  guys :) ,  and !  Can't wait to come back to  and  another    Maybe we meet some guys at the  on the 5th of july ;)            ";356.0;2018-03-11 20:22:29;nice people Love dutch Friendly helpful tollerant netherland celebrate crazy party electriclovefestival pussylounge wintercircus 2018 amazing hardcore hardstyle hardcorefamily netherlands eindhoven b2s music harmony
60;60;2017-08-03 19:19;https://instagram.com/p/BXVvvQ6j8aw/;0;2.0;33.0;2gether4hair;;;2Gether4Hair ‼            ;33.0;2017-08-03 17:19:30;balayage haircolor hairdresser hair curlyhair newhair 2gether4hair paterswoldseweg kapper groningen loveit lovelyjob
61;61;2018-03-04 22:27;https://instagram.com/p/Bf6pfiGgKtY/;0;0.0;28.0;lisanneloep;;;Witte veen             ;28.0;2018-03-04 21:27:59;zondag newhair vmhoh wandeling woellies handwoven dutchbraids wandeleninhetbos natuurmonumenten witteveen buurse haarmühle
63;63;2017-02-19 11:29;https://instagram.com/p/BQsJrXtjj9j/;+;0.0;70.0;rotterdamseschouwburg;51.920456;4.474058;  Iedere zondag geven we je een overzicht van voorstellingen die je de komende week niet mag missen. Waar ga je heen? Parlement van de dingen, Husbands & wives, moving futures en/of Hoera voor Hans? Moeilijk kiezen? Bekijk op de website de trailers, foto's, informatie en bestel je kaartje! -              ;70.0;2017-02-19 10:29:42;DEZEWEEK rotterdamseschouwburg theaterrotterdam dezeweek movingfutures halinareijn rotterdam cultuur theater stage tickets kaartjes parlementvandedingen hoeravoorhans husbandsandwives
64;64;2018-03-23 22:18;https://instagram.com/p/BgrjhLBFD7p/;0;1.0;100.0;vitmsrk;52.150002;5.38;ʙᴇᴀᴜᴛɪғᴜʟ ᴏʟᴅ ᴀᴍᴇʀsғᴏᴏʀᴛ       ;100.0;2018-03-23 21:18:34;amersfoort netherlands spring city buildings streets trip
66;66;2017-05-11 11:27;https://instagram.com/p/BT8m90DAt6y/;+;0.0;18.0;engeltjesendraken;;;Een vrolijke grote stapeltoren van Crocodile Creek met 10 vrolijke XL stapelblokken. De stapeltoren is maar liefst 139 cm hoog vandaar de naam XL.Met alfabet en cijfers, verpakt in een mooie luxe XL doos is dit een zeer origineel en bijzonder kraamcadeau.                ;18.0;2017-05-11 09:27:39;crocodilecreek stapelblokken speelgoed bouwen peuter kleuter spelen tellen sorteren educatiefspeelgoed kraamcadeau speelgoedwinkel engeltjesendraken leiden winkeleninleiden
68;68;2017-05-25 00:51;https://instagram.com/p/BUfhPGkgQZy/;0;0.0;50.0;christopher_blok;;;Hoi    van    en  1 juni staat @the_seed_010 in   in de oude  met   van       ;50.0;2017-05-24 22:51:00;fijnproever liefhebber volger woordkunst spokenword literatuur poetry Raaf maashaven maassilo bodyof010 belichaming 010 groenwitgroenleger rotterdam rotterdame zuid rijnhaven yes
69;69;2017-08-06 22:16;https://instagram.com/p/BXdyaECBAc8/;0;0.0;21.0;sterkenburgmedia;52.961887;6.52463;@hulkhulkenberg op de @gammaracingday      ;21.0;2017-08-06 20:16:45;f1 formula1 gamma hulkenberg gammaracingday assen
72;72;2017-10-25 20:49;https://instagram.com/p/BaroA3OAk0e/;+;1.0;35.0;resinartnl;;;Voor de opening van het nieuwe spaanse tapas restaurant Stix in Voorthuizen mocht ik in opdracht van de Veenhuizen Groep dit relatiegeschenk maken.  De buitenzijde van de wijnkist is met kleurepoxy gegoten met alle kleuren van de divisies van de Veenhuizen groep en aan de binnenkant een gave Glow in the Dark laag   Daarnaast is de fles ondersteboven in glasheldere kunsthars gegoten welke is voorzien van het logo van de Veenhuizen groep.  Met een gepersonaliseerde wijnstopper voorzien van het logo van Stix kan men voor de dag komen met dit relatiegeschenk ;35.0;2017-10-25 18:49:29;
73;73;2017-11-17 13:56;https://instagram.com/p/BbmN9MRFeS7/;0;2.0;56.0;healthy.in.the.city;52.092751;5.117074;Interior                            ;56.0;2017-11-17 12:56:59;oudaen oudaenutrecht kasteeloudean utrecht pbp personalbodyplan team4januari girlthatlifts girlsthatlift fitgirl fitfam eatclean eatcleantraindirty workworkwork workout fitfood fitdutch fitdutchies fitdutchie fitforlive healthylife healthylifestyle livehealthy food foodie foodies fitfood healthyfood
74;74;2017-08-09 17:48;https://instagram.com/p/BXlCHxVFPGB/;0;0.0;17.0;felicia_elisa;;;Ritje door de duinen          ;17.0;2017-08-09 15:48:45;paardjerijden managedeblinkert duinen pedro ameland ballum paard stoer eigenwijspaard
75;75;2017-11-17 15:11;https://instagram.com/p/BbmWf8Hhtnf/;0;0.0;14.0;ronaldrombouts;51.649239;5.045789;Winter Efteling.     ;14.0;2017-11-17 14:11:38;efteling winterefteling winterefteling kaatsheuvel xmasseason
76;76;2017-11-01 22:45;https://instagram.com/p/Ba99qvtDpvF/;0;0.0;25.0;rjanaschke;51.49662;3.617137;Middelburg - Zeeland - Holland - Netherlands           ;25.0;2017-11-01 21:45:02;middelburg zeeland holland netherlands houseboat channels grachten vacation holidays travel instatravel
77;77;2017-07-20 21:52;https://instagram.com/p/BWx-J1zlXqF/;+;0.0;3.0;ghost__rockers;51.649937;5.046302;Enge achtbaan in de Efteling!!   @ghostrockers @efteling ;3.0;2017-07-20 19:52:49;efteling ghostrockers
78;78;2017-10-24 08:47;https://instagram.com/p/BanwnBWApQd/;+;6.0;71.0;styledbyjuuls;52.083302;5.13333;Greatshoes             ;71.0;2017-10-24 06:47:38;fashion amzing cool suede fakefur foreveryoutfit cool seebychloe fashionstore styledbyjuuls buynow open utrecht
79;79;2017-05-19 23:16;https://instagram.com/p/BUSefjYDgi-/;+;8.0;234.0;annevanderlek;52.3731;4.8922;With my dear daughter . . .  A M S T E R D A M                          ;234.0;2017-05-19 21:16:55;love loveyou withyou motherdaughter motherdaughterday happywithyou amsterdam amsterdamlife 020 city citylife shopping shoppingday bijenkorf cappuccino food wine relaxed enjoy niceday beautifulday thankful lol lovethelittlethings
80;80;2017-07-31 13:38;https://instagram.com/p/BXNaYXtlnXh/;0;0.0;14.0;jolandagrobben;;;Huifkartocht   ;14.0;2017-07-31 11:38:57;texel janplezier belgischetrekpaarden
82;82;2018-03-04 14:36;https://instagram.com/p/Bf5zlaXlLVU/;+;0.0;31.0;zandplaat;;;Mooie zondag , reeënsporen in de tuin;31.0;2018-03-04 13:36:56;Ameland
83;83;2017-01-20 15:33;https://instagram.com/p/BPfVtDSDlSD/;0;0.0;17.0;zuidermavo;51.881962;4.51431;Over een half uur begint de open dag! De open dag is van 16.00 tot 20.00.    ;17.0;2017-01-20 14:33:16;opendag zuidermavo lombardijen calvijn
84;84;2017-10-24 23:36;https://instagram.com/p/BapWWFEFfJ6/;+;0.0;35.0;daniqueeversteijn;52.087509;4.31666;Beautiful colors, love autumn                       ;35.0;2017-10-24 21:36:36;photography canon1100d beautifull nofilter foto fotos fotografie lovephoto lovephotography autumn herfst leafs canon thehague seasons nature vvvdenhaag thisisthehague worldcaptures canonnederland tree boom bladeren
85;85;2018-03-30 18:09;https://instagram.com/p/Bg9BwAHAVLU/;0;0.0;12.0;goed_opruimen;52.5;6.08333;Maak een concreet plan van je voornemen!                 ;12.0;2018-03-30 16:09:49;planmaken voornemen concreetplan wens todolist actielijst lijstjes goedopruimen Opruimcoach zwolle professionalorganizer opruimen ordenen creatiefbezig opruimcoachzwolle
86;86;2017-01-10 07:56;https://instagram.com/p/BPExd-kj9u8/;0;4.0;530.0;windsorandkent;;;Broadspeed Escorts. Zandvoort.      ;530.0;2017-01-10 06:56:23;fordescort mk1escort broadspeed zandvoort zandvoortcircuit etcc
87;87;2017-03-28 15:46;https://instagram.com/p/BSLxo-MgCgO/;0;1.0;59.0;tanja_van_eenennaam;;;                   ;59.0;2017-03-28 13:46:45;zoutelande ondergaandezon sunset lovezeeland omroepzeeland fanvanzeeland hartvanzeeland pzcfoto pixzeeland vvvzeeland inlovewithzeeland photography fotografie pictures nature natuur natuurfotografie instagram instagood nederlandismooi
88;88;2017-09-17 21:49;https://instagram.com/p/BZJ4qaTg2q_/;+;0.0;41.0;dropbahia;-16.277779000000002;-39.025002;Santa Cruz Cabrália - Bahia  Rio João de Tiba 17.09.2017    ;41.0;2017-09-17 19:49:23;073 SULDABAHIA dropbahia Bahia
89;89;2017-04-23 17:44;https://instagram.com/p/BTO7yyHAYBd/;0;2.0;230.0;tilburgtrappers;51.542259;5.07545;Eindstand: Game 2 Finale Best-Off-5: DESTIL Trappers 2-0 Tōlzer Lōwen (stand in serie: 2-0 voor Trappers)            ;230.0;2017-04-23 15:44:35;ijshockey eishockey hockey oberliga oberligaplayoffs playoffs tilburgismooi tilburgcity tilburg 013 tilburgtrappers destiltrappers
90;90;2018-02-23 10:51;https://instagram.com/p/BfiOoLxHe5K/;-;2.0;32.0;anno_damn;52.372421;5.21804;DAMN! Eindelijk iets voor jongeren van 12 tot 16. Geen drugs, geen alcohol, niet roken.  Wij organiseren DAMN! CLUBNIGHT  Datum: donderdag 29 maart 2018. (Dag daarna iedereen vrij) Tijd: 20.00 tot 23.30 uur. Locatie: ANNO ALMERE  Nodig nu al je vrienden en vriendinnen uit en kom naar de eerste editie van DAMN!                ;32.0;2018-02-23 09:51:28;jongeren uitgaan goudetijden disco club nietroken geenalcohol geendrugs donderdag almere tienerdisco vriendinnen dansvloer dj voordeeerstekeerschuren
92;92;2017-05-23 08:49;https://instagram.com/p/BUbOcD_lxUs/;0;0.0;5.0;emsrealfood;;;Gisteren op bezoek bij Leidsch Bier en nu op weg naar Amsterdam voor de fotoshoot van het tweede boek van @susanaretz!   ;5.0;2017-05-23 06:49:47;Smulpaapje fotoshoot onderweg
