;Unnamed: 0;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
15;15;2017-08-14 19:48;https://instagram.com/p/BXyH0HqnSSR/;+;0.0;18.0;seribella.surinateam;;;Malam ni  for . Siapa belum jin and belum ada lagi boleh whatsapp hotline 013 6386 401                             ;18.0;2017-08-14 17:48:37;day2 10haridetoksseritoks vco seribella seritoks supplement jamumoden vcoantioksidan agentvco agentseribella agentseritoks sayajual catalyst bellaammara bellealyahya supplementcantik supplementkulit trustedagent dropship srteam chewabletablet teamseristars makanantambahan seristars serigroup supplementkulitputih supplementdetox supplementkurus
16;16;2018-01-31 13:19;https://instagram.com/p/BenRULZlMB0/;+;0.0;39.0;pol_knaap;52.506271;4.98414;Tegenwoordig werken wij in de wijk gewoon door. Alle gesprekken die gevoerd zijn direct  vastleggen gaat super.  ;39.0;2018-01-31 12:19:45;Purmerend wijkagent
17;17;2017-06-19 16:41;https://instagram.com/p/BVhl5f1jl73/;+;1.0;69.0;gethealthywithdanial;;;"Persiapan Aidilfitri  Assalamualaikum WBT n salam sejahtera semua warga media.  Raya nak dekat ni, korang mesti banyak benda yang nak kena siap kan ann?? Yang bisnes kuih raya, mesti minggu ni kalut nak siapkan kuih yang the best dalam masa yang singkat untuk customer, saya suka sangat kuih cornflakes Ok, generally sekarang musim dekat2 raya, -Cepat rasa penat? -Muka semakin kurang berseri? -Rasa berat semakin bertambah? Then here we come with ""Energizing Soy Protein Shaklee"" -Dilengkapi dengan 9 asid amino perlu yang penting untuk metabolisme badan -Mengurangkan bad cholestrol (LDL) dan tingkatkan good cholestrol (HDL)  Dan yang penting, -Kekal awet muda So, jom pakat2 kita buat revolusi pagi raya bersama ESP   Jika berminat boleh hubungi saya  DANIAL 0188748942  Follow my fb page : Sihat bersama danial P/s : untuk dapatkan apa2 ilmu instagram jangan lupa follow @insta.tutor.malaysia Dan @ajimaura  untuk maklumat lanjut okay  .                                              ";69.0;2017-06-19 14:41:37;terapiinstagram syukurselalu usahawanonline viral belajarinstagram usahawanmuda freedom semuabolehduit love freepromote gadgetmurahmalaysia youcanduit powergold shaklee dms360 nurraysabeauty toneexcel testimoni jsd ukhwahti instagood eusahawan instafamous erezeki usahawan bisnesonline seminar kitagunani
18;18;2017-08-04 20:45;https://instagram.com/p/BXYeZ-aDwUf/;+;2.0;59.0;milansummerfestival;;;Wauw wat een spektakel was dat. TRAFASSI en DESI STEPS samen op het podium . Als je daar niet was, dan heb je wel wat gemist. Maar maak je geen zorgen want TRAFASSI is nog lang niet klaar. Dus kom snel naar het podium en maak TRAFASSI live mee. Want dit mag je niet missen!!! ?        ;59.0;2017-08-04 18:45:46;waarishetfeestje hierishetfeestje trafassi milansummerfestival2017 denhaag zuiderpark muziek eten feestje
19;19;2017-09-04 13:50;https://instagram.com/p/BYnjh44F3LT/;+;1.0;17.0;mariet_van_beurdenwevers;51.51952;5.0562;NEW!  Dieetpro variatiebox €11,95  Ideaal, wanneer u deze nieuwe week goed wil starten met het populaire eiwit dieet en eindelijk een einde wil maken aan die extra kilo's. In deze variatiebox zitten 7 verschillende smaken om zo te bekijken welke u het lekkerste vind voordat u een groot verpakking aanschaft.  Wij zijn er vandaag natuurlijk weer tot 21:00uur. Liefs        ;17.0;2017-09-04 11:50:33;dieetpro eiwit dieet afvallen variatiebox slimming goirle vanbeurdenhealthbeauty
20;20;2017-10-26 09:36;https://instagram.com/p/Bas_1fCnU-O/;+;4.0;73.0;vunzigedeuntjes;;;Vanavond gaan we weer vunzig doen in Rotterdam, schatjes. En met Oud & Nieuw trouwens ook! Samen met de mannen van @dopeboysrotterdam. Dus cancel de plannen die je had staan, want dit wordt sowieso nog beter.   ;73.0;2017-10-26 07:36:53;nogbeter nye
22;22;2017-04-22 10:31;https://instagram.com/p/BTLlZeVBByU/;+;1.0;9.0;mhoogkamp;51.966667;5.7883330000000015;Blijft mooi..    ;9.0;2017-04-22 08:31:10;kasteeldoorwerth doorwerth castle pasen
23;23;2018-03-05 09:28;https://instagram.com/p/Bf71DCTF4a1/;0;0.0;21.0;burgerbelangen;52.229698;6.8961;    ;21.0;2018-03-05 08:28:11;bbe raad053 gewoonsamendoen enschede welove053
24;24;2018-01-04 16:36;https://instagram.com/p/BdiGWR0DHf2/;0;0.0;5.0;marsgameevents;;;Penals ! ‪@AFAS @vvhlv       ‬;5.0;2018-01-04 15:36:19;fifa fifa18 fifatoernooi amersfoort afas afasfifatoernooi afassoftware
25;25;2017-09-13 19:01;https://instagram.com/p/BY_STQOHQZT/;+;14.0;167.0;texelblog;53.02125899999999;4.71117;Het leek bijna alsof het sneeuwde  (Schuim uit de zee vloog rond)            ;167.0;2017-09-13 17:01:46;texel dutchweather weather weatherman texelnu tijdvoortexel texelblog holland beach storm stormy
26;26;2017-04-16 23:56;https://instagram.com/p/BS9kztkgcnk/;0;2.0;52.0;vikmans;;;Nines verjaardag vieren wij aan tafel. Omdat              ;52.0;2017-04-16 21:56:39;wijn brak partyisover apeldoorn friends dancefloor party bday loveit vin blackhair table citytrip
27;27;2018-08-24 10:00;https://instagram.com/p/Bm2qpbAlvqk/;+;0.0;42.0;meetie_yip;;; . Niet het winnende vuurwerk, maar toch heel mooi! Nederland op het Internationaal Vuurwerkfestival - vorige week. Deze vrijdag doen we het rustig aan. Goed rusten, want de zomervakantie komt helaas alweer op z'n eind! Vanaf maandag moeten we weer druk in de weer..  Blehh. Wie kijkt er nog meer op tegen die wekkers en verplichtingen? . . .                             ;42.0;2018-08-24 08:00:52;flashbackfriday vuurwerk vuurwerkfestival internationals scheveningen scheveningenbeach beachgirl beachday beachtime beachlover beachview beachvibes seaview beachparty sunset beautifulsunset beautifulnature firework fireworks vacationvibes beautifulart art beach festivals weekendvibes tgif fridaymood fridaynight partymode lovelife
28;28;2018-08-31 10:27;https://instagram.com/p/BnIvPg6FEgz/;0;1.0;81.0;pardoesdetovernar;51.648048;5.0473919999999985;16🦁70 • • • @efteling         ;81.0;2018-08-31 08:27:21;efteling ruigrijk devliegendehollander vliegendehollander rollercoaster willemvanderdecken flyingdutchman themepark pretpark
30;30;2017-04-01 11:46;https://instagram.com/p/BSVpSCzAvLj/;+;0.0;25.0;multivlaai_hpz;;;Heeft u ons nieuwe terras van Zaandam al gespot? Nog lekkerder zitten komende zomer            ;25.0;2017-04-01 09:46:07;terras zomer koffie koffietijd multivlaai zaandam westzijde14 vlaai lekkerzitten zon zomer
31;31;2017-05-03 21:25;https://instagram.com/p/BTpE_7mj50x/;0;1.0;12.0;fortimanz;52.166668;4.466667;    ;12.0;2017-05-03 19:25:17;groen holland oegstgeest bus weiland
32;32;2017-08-30 20:03;https://instagram.com/p/BYbWPrEBsVl/;+;4.0;137.0;lin_terieur;;;Net lekker bij mijn schoonmoeder gegeten en nu heerlijk op de bank, straks designdroom kijken🤗 morgen komt @urbandebby gezellig naar Sneek! zin in! Fijne avond              ;137.0;2017-08-30 18:03:35;interior interieur interior4all wonen interior4you binnenkijken kleinwoongeluk vtwonenbijmijthuis flairnl designdroom ikeabijmijthuis ikeanederland ikea
33;33;2017-09-09 14:24;https://instagram.com/p/BY0fa1WFedH/;+;1.0;18.0;demakelares;;;Klaar voor een open huis en het zonnetje komt zo heerlijk door!                      ;18.0;2017-09-09 12:24:45;schermerweg alkmaar openhuis openhouse huis home house huistekoop huistekoopalkmaar kijken demakelares makelaar makelaaralkmaar makelaarrodedorp verkoopmakelaar verkoopmakelaaralkmaar verkoopmakelaarrodedorp paars tekoop funda facebook instagram
34;34;2017-10-26 08:17;https://instagram.com/p/Bas2wENDUMO/;0;1.0;13.0;mariannevanberkel;;;Vroeger las ik zo'n John Grisham nog wel eens in 1 dag uit. Nu ben ik er al weken mee bezig. Vandaag een dagje treinen naar Amsterdam, met een beetje mazzel lees ik 'm vandaag wel uit. 🤓 ;13.0;2017-10-26 06:17:30;treinleven werkenbijachmea
35;35;2017-05-15 15:17;https://instagram.com/p/BUHUeJRATJJ/;0;0.0;30.0;claudiaangenent;51.448608;5.45762;Let's go Dutch Technology Week 2017!              ;30.0;2017-05-15 13:17:41;klokgebouw pgrental quiznightxl notn eindhoven dtw17 strijps 040 canonnederland canon canon5dmark3 teamcanon photography event
36;36;2017-11-22 15:17;https://instagram.com/p/BbzPGdPjevI/;0;0.0;75.0;flauntandflairco;;;Extra silky-smooth  subtle blend wraps perfect all year round. •                       ;75.0;2017-11-22 14:17:06;flauntandflair hijabs wraps new scarf scarves modest chic online new fashionwraps newnew instascarf scarf scarves prints shades subtle carre twilly ootd fall shopthelook
37;37;2017-06-24 19:03;https://instagram.com/p/BVuuIsmgbA5/;0;0.0;100.0;mmtnederland;;;23 juni LFL03 Oss Foto: 112nieuws Oss                  ;100.0;2017-06-24 17:03:44;airrescue airambulance eurocopter helicopter hems lifeliner luftrettung medicalhelicopter rettungshubschrauber rescueheli traumaheli hems maa airbushelicopters airbushelicopter ec135 anwb mmt
38;38;2017-12-25 17:26;https://instagram.com/p/BdIcHRLlY2U/;+;1.0;44.0;bransongan_;51.916698;4.5;Well,decided to go Rotterdam to spend my afternoon, so I bought the ticket and headed there. Everything is ok, not that many things to see. Port of Rotterdam, the biggest port in Netherlands is fine. It’s just port haha. It’s windy and freezing for sure. It’s worthy though. ;44.0;2017-12-25 16:26:16;rotterdam portofrotterdam
39;39;2018-01-16 16:52;https://instagram.com/p/BeBBtukHAN5/;+;1.0;8.0;nicolehorstmanfotografie;;;Weer lekker aan het werk.   ;8.0;2018-01-16 15:52:17;GemeenteAmsterdam weesperplein trots
40;40;2018-01-17 00:22;https://instagram.com/p/BeB1GyQF2Oh/;0;1.0;16.0;26rood;;;Metrostation noord-zuidlijn Amsterdam (nog niet in gebruik)    ;16.0;2018-01-16 23:22:51;metronoordzuid ijpromenade amsterdamcs roltrappen
41;41;2018-07-02 21:51;https://instagram.com/p/Bkvd5KhFTZ7/;+;3.0;76.0;usaboska;40.777901;-73.967499;“It’s not the Cheese, nor the Chocolate, nor the Tools, it’s the people you party with!” - Martijn Bos 🥂 The NAA 2018 was fantastic! Thanks to all cheese and chocolate lovers for joining!🧀 . .                                ;76.0;2018-07-02 19:51:57;boska boskaholland tonychocolonely usaboska beemster naa nycrooftop nyc rooftop party saturdaynight weekendvibes give away win winwin giveawaytime present liketagwin followus newamsterdamaffair chocolate cheese cheesewares party rooftopparty summerfancyfoodshow sffs sffs2018 nyc manhattan nycparty
42;42;2018-02-09 22:29;https://instagram.com/p/Be_bbrNFtlh/;0;1.0;21.0;hermankriek;51.916698;4.4;     de   ;21.0;2018-02-09 21:29:56;paddenpoel Beatrixpark schiedam netherland etang crapaud toads paddle
44;44;2018-01-03 11:56;https://instagram.com/p/BdfBj0hF33r/;+;0.0;32.0;lamaisonalmere;52.375832;5.225555;∞ JANUARI SPECIAL  ∞  Deze maand serveren wij met alle liefde deze Hollandse Glorie met caramelsiroop, slagroom, caramelsaus en stroopwafelkruimels! Met wie kom jij hiervan genieten?  •          ;32.0;2018-01-03 10:56:46;koffie de douweegberts special caramel slagroom stroopwafel lamaison almere
45;45;2017-03-28 22:02;https://instagram.com/p/BSMcnnShUal/;0;1.0;31.0;rijschoolmasters;;;           ;31.0;2017-03-28 20:02:18;amsterdam amazing les lesson theorie rijschool cbr auto lente maart cursus girl
46;46;2017-12-26 19:20;https://instagram.com/p/BdLN9ULj6rG/;+;0.0;13.0;groenlinksculemborg;51.950001;5.216667;GroenLinks Culemborg wenst je hele fijne feestdagen!  Tim, Rudi, Conny, Bas, Mischa, Suzanne, Harold en Joost   ;13.0;2017-12-26 18:20:17;GroenLinks Culemborg
47;47;2017-01-12 21:14;https://instagram.com/p/BPLWa03DqmG/;0;1.0;17.0;marsmaedchenmusikblog;53.217049;6.570060000000002;@inner_tongue playing at Eurosonic Festival 2017       ;17.0;2017-01-12 20:14:42;esns17 livemusic indie rock keane coldplay art
49;49;2017-07-19 15:08;https://instagram.com/p/BWurChEA7MP/;-;0.0;66.0;bestkeptsecretfashion;52.36726;4.871729;Today's look!          ;66.0;2017-07-19 13:08:04;ootd todayslook summerstyle lookswelove bks17 bksfashion fail fashionwelove amsterdam kinkerstraat
50;50;2017-10-19 17:11;https://instagram.com/p/BabyU8FFN1z/;+;3.0;46.0;thuis_met_hanneke;;;Wat een onwijs leuk museum dat  Echt een aanrader. Vanavond gaan Erik en ik naar  in Arnhem! Gezellig  Fijne avond!               ahome       ;46.0;2017-10-19 15:11:45;geofort taphuys kamerplanten groeninhuis bijmijthuis mijninterieur ariadneathome instawonen myhomestyle interiorstyling homestyling homesweethome vtwonen homedecobinnenkijken voetbalmoeder wonen verliefdopjehuis binnenkijken ikhouvanmijnhuis instainterior instahome thuismethanneke
51;51;2017-12-19 12:25;https://instagram.com/p/Bc4c4xkloVn/;0;0.0;24.0;dejongjanwillem;51.5667;4.66667;Puur  langs het spoor.  ;24.0;2017-12-19 11:25:10;natuur hulst kerst
52;52;2017-09-01 16:32;https://instagram.com/p/BYgHoSdgA4r/;0;0.0;1.0;minisje;52.083302;4.3167;Ijs op het ;1.0;2017-09-01 14:32:04;Binnenhof
53;53;2017-09-17 21:20;https://instagram.com/p/BZJ1Ykklwyt/;0;0.0;16.0;deliciasalon;;;      ;16.0;2017-09-17 19:20:44;cakepop lovemyjob nails beautifulnails beauty enschede deliciasalon
54;54;2017-07-31 14:40;https://instagram.com/p/BXNheQDjjh9/;0;0.0;78.0;provincienoordbrabant;;;   ;78.0;2017-07-31 12:40:56;wereldtuin cuijk natuurinbrabant mooibrabant
55;55;2017-11-14 08:39;https://instagram.com/p/Bbd7Pb2FKC3/;+;4.0;428.0;bredacityapp;51.547222;4.763333; in breda by morning . .  @hansgielen (wij zijn weer fan van dit mooie plaatje!) . .                       ;428.0;2017-11-14 07:39:31;mastbos mastbosbreda photography nature naturephotography naturelovers bredapic bredacity forest walking morning morningwalk welovebreda visitbrabant visitbreda breda onsbreda loveleybreda goodmorning autumn bredaphoto natureshot happytuesday
56;56;2017-05-23 21:07;https://instagram.com/p/BUci6ljBzHS/;+;72.0;27391.0;afcajax;;;Ondertussen in Amsterdam:  kampioen na 6-0 zege op AFC. Gefeliciteerd boys! ;27391.0;2017-05-23 19:07:57;AjaxO15
57;57;2017-07-08 23:57;https://instagram.com/p/BWTS6D9Aa_q/;+;0.0;18.0;leonnemeijs;51.652073;5.050563;Wat een fantastische dag @Efteling en wat hebben ze weer een fantastisch nieuwe attractie!!       ;18.0;2017-07-08 21:57:42;genoten fun happiness familytime efteling symbolica bestintheworld
58;58;2017-10-14 14:26;https://instagram.com/p/BaOnbLDBU1O/;0;0.0;38.0;jolisehidding;52.5;6.08333;ZWOLS weekendje ‍    ;38.0;2017-10-14 12:26:21;blondies shoppingday zonnetjeerbij Apart
59;59;2018-01-04 11:18;https://instagram.com/p/BdhhnwUHXnV/;0;5.0;114.0;anubhavkardam;18.525679;73.743835;                              ;114.0;2018-01-04 10:18:50;Newyear2018 martingarrix dj edmdrops edm tomorrowland2018 sunburn2017 evc pune edmnation djlife iphone7 stmpdrcrds india amsterdam umf2017 tomorrowland edmgirls edmlove hardwellfamily idm ade raver trapnation musicislife music edmgirls edmmusic edmphotographer edmphotography
60;60;2017-07-24 17:06;https://instagram.com/p/BW7wlP2jXod/;0;0.0;14.0;gidojongenotter;;;  -Holland   ;14.0;2017-07-24 15:06:37;Hellevoetsluis Holland Zuid buien zon
61;61;2017-08-06 20:08;https://instagram.com/p/BXdjw_8jgDg/;0;1.0;29.0;_g93official;51.450001;5.46667;Today I just discovered this amazing place in  close to . Still amazed by the perfection of the color that the nature had it.;29.0;2017-08-06 18:08:49;Eindhoven strjpes
62;62;2017-11-09 20:10;https://instagram.com/p/BbSP9a0Bocb/;+;0.0;106.0;spandersboschmc1;52.250111;5.17332;Dit is Eric, onze coach. Een man met een plan. Altijd weer vrolijk, enthousiast, verrassend en super gemotiveerdEn weet je, hij is vandaag jarigVAN HARTE GEFELICITEERD!@albatrack                           ;106.0;2017-11-09 19:10:15;mc1 Spandersbosch hockey hilversum netherlands fieldhockey hockeyindoor hockeygirls hockey_republic_nl bavaria rabobank volvo_in_hockey volvobuitenweg knhb hockeynlopinstagram topcoach hockeycoach keeppushing teamwork powergirls ahbcmc1 gooischemc1 hurleymc1 pinokemc1 kz_mc1 hcrotterdamc1 schaerweijdemc1 idc1
63;63;2017-07-31 12:30;https://instagram.com/p/BXNSmcpAaqB/;+;2.0;18.0;clninsta;;;New nails         @jealousnails;18.0;2017-07-31 10:30:58;thegelbottleinc 073 jealous jealousnails nailenvy gelpolish nailfoil almond
64;64;2018-01-13 14:56;https://instagram.com/p/Bd5GGfTF_x7/;+;2.0;64.0;rugbyclubwaterland;52.51527;4.97233;De Cubs en Junioren zijn 2018 goed gestart. Beide teams wonnen vandaag de eerste wedstrijd van het nieuwe jaar. De Cubs boekten een 52-24 overwinning op RC Eemland, de Junioren wonnen, ook van Eemland, met 55-7.    ;64.0;2018-01-13 13:56:42;rugby mist winst purmerend
65;65;2017-08-03 21:12;https://instagram.com/p/BXV8tJWho2z/;0;0.0;38.0;bennyzaga;19.415707;-99.174164;&Soda       ;38.0;2017-08-03 19:12:49;Scotch Condesa México Mexiko Mexique Amsterdam OutfitScotch TBT
66;66;2018-01-22 09:00;https://instagram.com/p/BePoelvgu1h/;0;1.0;59.0;lambertkamps;52.377464;4.902968;The last moments of Touch of Time @amsterdamlightfestival before I start to take it apart!       ;59.0;2018-01-22 08:00:23;time amsterdam amsterdamlightfestival light lightfestival pneumatic
67;67;2017-09-02 04:46;https://instagram.com/p/BYhbqB1HFsY/;0;0.0;20.0;cynthiachaldekas;;;Courtyard of the Frans Hals Museum. Haarlem.      ;20.0;2017-09-02 02:46:19;franshalsmuseum courtyard haarlem netherlands dutch franshals
68;68;2017-11-03 11:14;https://instagram.com/p/BbB313iHrPm/;+;0.0;39.0;stepevents;52.158051;5.3947400000000005;Ook in de herfst is steppen superleuk in 1 van de mooiste binnenstede van Nederland! Combineer de step tocht met een heerlijk High Tea of een luxe 3 gangen diner en warme chocolademelk onderweg!      ;39.0;2017-11-03 10:14:38;steppen amersfoort fun herfst stepevents
70;70;2017-05-29 14:27;https://instagram.com/p/BUrR1e0j1M4/;0;6.0;445.0;rtlboulevard;52.31382;4.942012999999998;'Dit is het feestje van het jaar!' Voor @frankdane538 dit weekend bij de @detoppersinconcert en hij vroeg tout bekend Nederland het hemd van het lijf, o.a. @andrehazes01 @guus.meeuwis en @fredvanleer trok hij voor de camera...                           ;445.0;2017-05-29 12:27:19;toppers toppersinconcert Amsterdam amsterdamarena guusmeeuwis television tvshow instadaily insta instagram instago instavideo rtl rtl4 rtlxl rtlboulevard rtlblvd blvd boulevard FrankDane andrehazes andrehazesjr entertaining entertaiment entertainmentnews news showbizz
71;71;2018-07-21 16:29;https://instagram.com/p/Blf0DgxgD32/;+;0.0;176.0;paulussenhardhouthandel;51.560398;5.0743;Een (meer dan) tevreden klant in Tilburg (NL). Padoek open gevelbekledingslatten in 38x58mm. Eén nadeel: iedereen stopt aan je huis vanwege de schoonheid :)                            ;176.0;2018-07-21 14:29:09;padoekwood padoek padoukwood padouk paulussen paulussenhardhouthandel houtspeciaalzaak houtengevelbekleding houtengevel houtspecialist bardage nieuwbouw bouwmaterialen bouwinspiratie architect modernarchitecture modern tilburg gevelbekleding cladding woodwork padoekhout opengevelbekleding blokprofiel bouw bouwen bouwbedrijf aftimmer
72;72;2017-07-14 21:50;https://instagram.com/p/BWihGyLFhZU/;+;0.0;28.0;koko.sz;52.0667;4.25;          on     ;28.0;2017-07-14 19:50:23;sky clouds sea beautiful view sunset horizon friday evening trip bike duinen kijkduin nederlands
74;74;2017-09-07 11:47;https://instagram.com/p/BYvDzs2jYKd/;+;0.0;20.0;festivaldeoversteek;;;Zaterdag al eetplannen? Schuif aan in de idyllische groene achtertuin van atelierwoning Kunst en Koken. Gastvrouw Susanne Peters serveert hier een heerlijke huisgemaakte paella. Voorafgaand wek je een gezonde eetlust op tijdens een wandeling door het Rivierenpark met beeldend kunstenaar Isolde Venrooy. De wandeling plus eten kost € 30,- per persoon, kaartjes zijn te koop op onze website.                  ;20.0;2017-09-07 09:47:17;diner groen paella lange tafels tuin duurzaam huisgemaakt lokaal biologisch kunst beeldend wandeling expeditie nijmegen noord festival oversteek
75;75;2017-04-14 20:11;https://instagram.com/p/BS4Bd7tDn48/;+;1.0;21.0;pimpyourkids;;;Lekker nog even een rondje longboarden met de kids. ;21.0;2017-04-14 18:11:38;culemborg
76;76;2017-09-21 09:26;https://instagram.com/p/BZS23ZXFK4G/;0;0.0;31.0;mecklenfeldtuinen.nl;52.577469;6.59333;Deze tuin mochten we aanleggen in Hoogeveen.                 ;31.0;2017-09-21 07:26:51;stapstenen beton klinkers beplanting tuinen mecklenfeldtuinen mecklenfeld modernetuinen moderne tuin paars tuinontwerp ontwerper hovenier tuininspiratie inspiratie creatief
77;77;2017-11-19 15:13;https://instagram.com/p/BbrgURRnBJ3/;+;0.0;17.0;bibi_limat;;;Heerlijk op het strand. Sint en zijn pieten weer in het land.      ;17.0;2017-11-19 14:13:37;zandvoort strand knrm vogels sinterklaas gezellig
80;80;2017-12-03 11:35;https://instagram.com/p/BcPKcdIFQ9B/;0;0.0;31.0;marte1212;52.073967;4.2348690000000015;Early morning run: wel weer even andere koek dan in zonnig Málaga           ;31.0;2017-12-03 10:35:09;thehague duinen running winter dunes hillyrun nevernotrunning nature coldbutpretty oceanview
81;81;2017-07-15 11:24;https://instagram.com/p/BWj-UD5h0gg/;+;0.0;34.0;home_flevoland;52.53651;5.4700690000000005;Weer een prachtige dag!               ;34.0;2017-07-15 09:24:50;zuigerplasbos lelystad flevoland nature natuur natuurfotografie naturephotography bestnatureshot catch_holland clouds wildetuin wildgarden dutchlandscapes home_flevoland photo_by_rob_groeneveld
82;82;2018-03-07 11:07;https://instagram.com/p/BgBKCDDhGvF/;0;27.0;435.0;wijkagent_teteringen;51.916698;4.5;Vandaag een dienstje met @wijkagent_tugay in gebied @politie_ijsselmonde Rotterdam.  Een aantal weken geleden heeft Tugay een dienst bij mij in de wijk gedraaid en vandaag ben ik te gast in zijn gebied. Ik heb er veel zin in‍.   ;435.0;2018-03-07 10:07:46;samenwerking uitwisselen inkijkandergebied
83;83;2017-12-19 15:59;https://instagram.com/p/Bc41awNhP3Z/;+;2.0;124.0;stadsarchief;;;Een prachtig wintergezicht van de Munttoren gezien vanaf het Singel in 1807, getekend door Reinier Vinkeles. Een van de vele mooie tekeningen die de tentoonstelling Kijk Amsterdam, 1700 – 1800 heeft. Deze mooie stadsgezichten zijn tot 14 januari te bewonderen in het Stadsarchief. Door echt te kijken komen de verhalen tot leven.           ;124.0;2017-12-19 14:59:31;stadsarchiefamsterdam cityarchives amsterdam hetsingel munttoren tekening kijkamsterdam stadsgezichten demooistestadsgezichten komendeverhalentotleven
